After_taken_pixel,CPU,RAM,ROM,S5G,inner_href,name,phone_name,pic,price,resolution
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10038502261039.html,荣耀play5t  手机 极光蓝 全网通（8+128G）碎屏险套餐,,https://img14.360buyimg.com/n7/jfs/t1/215729/23/11514/103303/61efcce7Ec39d696a/25420dc364da8a75.jpg,979.00,高清HD+
6400万像素,MediaTek Helio G80,8GB,128GB,不支持5G,https://item.jd.com/53748827197.html,华为（HUAWEI）荣耀畅玩20pro,,https://img12.360buyimg.com/n7/jfs/t1/217815/30/14651/91094/62301897Ed54d7176/2c1ae811a31df3c2.jpg,1139.00,其他
未知后摄像素,其他,6GB,128GB,不支持5G,https://item.jd.com/10037153369890.html,AppleiPhone 13 Pro,,https://img10.360buyimg.com/n7/jfs/t1/157410/23/23650/266247/61c6ac5aEca9402e3/f87e4ac5eab2fa16.jpg,7868.00,其他
6400万像素,骁龙870,8GB,128GB,支持5G,https://item.jd.com/100015625705.html,真我GT Neo2,,https://img10.360buyimg.com/n7/jfs/t1/200056/1/10161/75874/61517cccE881d5c35/e6e8025aad08cb50.jpg,2499.00,全高清FHD+
未知后摄像素,其他,4GB,128GB,支持5G,https://item.jd.com/10042652059682.html,Apple苹果13,,https://img12.360buyimg.com/n7/jfs/t1/184499/11/22415/234194/624430f2E5a9991dc/71b4c37b2bc9c36a.jpg,5758.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10042050347508.html,iQOONeo5S,,https://img13.360buyimg.com/n7/jfs/t1/215959/8/16195/194343/62442159E161d1763/f1376c3791c1bed6.jpg,2799.00,全高清FHD+
未知后摄像素,天玑810,8GB,256GB,支持5G,https://item.jd.com/100033253068.html,华为荣耀X30i,,https://img13.360buyimg.com/n7/jfs/t1/93264/30/22868/162460/61ffcec1E6b553aa7/fbb826a91dbbf3f4.jpg,1689.00,其他
6400万像素,骁龙870,8GB,128GB,支持5G,https://item.jd.com/100030125226.html,真我GT Neo2,,https://img11.360buyimg.com/n7/jfs/t1/202002/34/5211/78501/61517c1dEec7d56e6/60790b9937b32d2d.jpg,2499.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,128GB,支持5G,https://item.jd.com/100017432809.html,vivoiQOO U5,,https://img14.360buyimg.com/n7/jfs/t1/133424/12/26335/301897/62399b92Ed335acc7/e8fe304865bb85c7.jpg,1300.00,未知分辨率
其他,骁龙750G,8GB,256GB,支持5G,https://item.jd.com/10030790110574.html,三星 Galaxy A52 5G（SM-A5260）双模5G 120Hz全视屏【A53店内可选】 奶油白 8+256GB,,https://img14.360buyimg.com/n7/jfs/t1/213138/33/16009/425391/62410cdaEd887145a/d0d3394f56fd4259.png,2499.00,其他
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/100016243989.html,vivoiQOO Z5x,,https://img14.360buyimg.com/n7/jfs/t1/99858/3/22833/93909/61ee1774E1371d8a5/c902777ddfe42afc.jpg,1389.00,其他
未知后摄像素,暂无型号,未知运行内存,32GB,不支持5G,https://item.jd.com/47595105205.html,【二手9新】OPPO A57 美颜自拍 安卓智能机手机 全网通4G 二手手机 玫瑰金5.2寸 3G+32G,,https://img10.360buyimg.com/n7/jfs/t1/135357/10/28295/457085/624870b9E58425504/97bee34cd93ef669.png,238.00,未知分辨率
1600万像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10043733453640.html,百事乐（LEBEST）P13 pro,,https://img10.360buyimg.com/n7/jfs/t1/84819/20/20519/133500/61e53c8cE769f4b22/75a641f9a60c4488.jpg,679.00,其他
未知后摄像素,暂无型号,12GB,256GB,支持5G,https://item.jd.com/10041011576208.html,荣耀（HONOR）荣耀60pro,,https://img13.360buyimg.com/n7/jfs/t1/211437/6/16978/405753/62033398Eb02c9d4f/53de1498476e7227.jpg,3989.00,其他
4800万像素,三星Exynos 1080,8GB,128GB,支持5G,https://item.jd.com/100012519709.html,vivoX60曲屏版,,https://img14.360buyimg.com/n7/jfs/t1/191226/40/2887/66810/609cd1c2Ea37303da/741372448a49b245.jpg,3499.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/69634838005.html,【二手9成新】OPPO A37 二手手机老人机双卡双待全网通安卓智能手机 玫瑰金 2G+16G全网通,,https://img10.360buyimg.com/n7/jfs/t1/215808/8/16206/195760/62488125E56d79fae/96ee4d0ad3386007.jpg,186.00,未知分辨率
1300万像素,其他,4GB,128GB,不支持5G,https://item.jd.com/100013938353.html,oppoA11s,,https://img13.360buyimg.com/n7/jfs/t1/199914/8/6531/286055/61332fb1E3a5bad3a/12329ca074c842cc.jpg,999.00,未知分辨率
未知后摄像素,其他,8GB,256GB,支持5G,https://item.jd.com/100031622230.html,荣耀荣耀X30,,https://img10.360buyimg.com/n7/jfs/t1/202267/31/20429/61944/61c957bfEa4dad97c/e510a37065aeda7f.jpg,1869.00,其他
1200万像素,暂无型号,4GB,128GB,支持5G,https://item.jd.com/10022986833562.html,Apple iPhone苹果12全新【苹果13店内可选】5G全网通 黑色 128G（12期分期免息）,,https://img12.360buyimg.com/n7/jfs/t1/122555/23/24606/306620/6222d04bE24b868ba/b7f1e1bd2ef7c77e.jpg,5599.00,其他
未知后摄像素,天玑720,6GB,128GB,支持5G,https://item.jd.com/10046245645661.html,华为智选手机 NZONE S7 5G新品手机 青山翠（6+128G）+碎屏险套装,,https://img11.360buyimg.com/n7/jfs/t1/130828/31/22704/87920/622b1092E9d4be2d7/9e672c6a1fbcc6c8.jpg,1399.01,高清HD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10026234394300.html,荣耀（HONOR）畅玩7,,https://img10.360buyimg.com/n7/jfs/t1/177106/40/1052/245899/60864735E5ff084f9/47f75d3568ecb41f.jpg,195.00,未知分辨率
未知后摄像素,暂无型号,4GB,64GB,不支持5G,https://item.jd.com/10044789600823.html,畅玩20 4G手机 5000mAh超大电池续航 6.5英寸大屏 两年保修+晒单好礼 店内可选华为手机 幻夜黑 全网通（4G+64GB）送碎屏宝（90天）,,https://img13.360buyimg.com/n7/jfs/t1/102999/38/23600/109062/62259fa9E5008dfa5/c8a49e72fc09539c.jpg,828.00,其他
未知后摄像素,暂无型号,8GB,256GB,不支持5G,https://item.jd.com/100028464944.html,vivoS10e,,https://img14.360buyimg.com/n7/jfs/t1/106975/30/22243/88231/61e79b32Efd5bfb3d/06922aa66a9cacab.jpg,2089.00,其他
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/100018445499.html,OPPOK9 Pro,,https://img14.360buyimg.com/n7/jfs/t1/223948/18/3733/182652/61ea1ee4Eb87dbda5/2b71315b5813c1c1.jpg,2199.00,其他
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10040095386218.html,新款全网通8+128G智能游戏手机双卡双待超薄便宜百元学生手机老人手机备用机可用5G卡百事乐 佳人粉8+128GB,,https://img13.360buyimg.com/n7/jfs/t1/132189/32/25888/101739/622ffcd5E46658ee7/0f9fe8f7a1480801.jpg,679.00,高清HD+
6400万像素,骁龙765G,8GB,128GB,支持5G,https://item.jd.com/10024998582704.html,OPPOReno5 Pro 5G,,https://img14.360buyimg.com/n7/jfs/t1/142134/35/23655/185469/6195b625E8f7769bd/6e19eb3eecc93c86.jpg,2499.00,其他
6400万像素,麒麟985,8GB,128GB,支持5G,https://item.jd.com/100011346805.html,华为nova 8 Pro,,https://img10.360buyimg.com/n7/jfs/t1/170084/19/25939/106402/61a738f1E8bed8e6f/6759e17a8cded077.jpg,3499.00,高清HD+
6400万像素,骁龙8 Gen 1,12GB,256GB,支持5G,https://item.jd.com/10044338207282.html,小米（MI）Redmi K50电竞版,,https://img12.360buyimg.com/n7/jfs/t1/120135/6/25185/495156/6245520aEf91bfebb/c63b724382ead1ab.png,4499.00,全高清FHD+
其他,其他,8GB,256GB,支持5G,https://item.jd.com/10039078977485.html,小米 红米Note11 5G新品手机 神秘黑境 8GB+256GB,,https://img10.360buyimg.com/n7/jfs/t1/120797/18/20215/306735/61cec2e4Eee996952/e1eb814e5a18142b.jpg,1699.00,其他
未知后摄像素,暂无型号,未知运行内存,64GB,不支持5G,https://item.jd.com/66895647115.html,荣耀（honor）荣耀 8X,,https://img10.360buyimg.com/n7/jfs/t1/216941/8/14595/404617/622c758cEc59f907c/3d549e35d2e6ad8f.png,549.00,未知分辨率
6400万像素,天玑1100,8GB,256GB,支持5G,https://item.jd.com/10031532002960.html,小米（MI）红米note10pro,,https://img10.360buyimg.com/n7/jfs/t1/205584/1/19414/147004/61c2c61fE6496a2dd/e72b63de4bc4f08b.jpg,1769.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10021820372029.html,vivoY30,,https://img14.360buyimg.com/n7/jfs/t1/102347/38/26526/129904/624912d3E2828b684/81111dc9ef9c9fa7.jpg,1299.00,其他
未知后摄像素,暂无型号,8GB,256GB,不支持5G,https://item.jd.com/100019664687.html,华为Hi nova,,https://img12.360buyimg.com/n7/jfs/t1/103842/36/24197/60558/62259442E85223e8c/17567dbe2a7bb5a1.jpg,4199.00,其他
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/100029965396.html,华为nova 8 SE,,https://img11.360buyimg.com/n7/jfs/t1/219240/37/12125/251733/6205d81fEfd2ffbc9/c142027e611189ad.jpg,2099.00,全高清FHD+
其他,其他,8GB,256GB,不支持5G,https://item.jd.com/10039083966520.html,小米Redmi 红米Note11 Pro 5G手机 神秘黑境 8GB+256GB,,https://img10.360buyimg.com/n7/jfs/t1/221695/15/7824/269660/61cec28fE6e4533f9/71e6a7d61b176d28.jpg,2099.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/100029509156.html,vivoY71t,,https://img11.360buyimg.com/n7/jfs/t1/161511/13/23832/80248/61947797Ef5533abc/f97e806c4b5bf094.jpg,1669.00,其他
未知后摄像素,暂无型号,未知运行内存,64GB,不支持5G,https://item.jd.com/10022993988894.html,华为（HUAWEI）华为畅享9,,https://img14.360buyimg.com/n7/jfs/t1/150066/15/23231/207651/62243661Efb5850c4/f2fa5fe73beb6f70.jpg,438.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10035802838974.html,朵唯（DOOV）A66,,https://img14.360buyimg.com/n7/jfs/t1/184219/17/20776/84433/6124c08dEdead9264/cd5004b01c1e4d56.jpg,198.00,未知分辨率
2000万像素,其他,8GB,128GB,不支持5G,https://item.jd.com/10036038365834.html,索爱（soaiy）s20a（P90）,,https://img14.360buyimg.com/n7/jfs/t1/195728/7/1702/93618/6094e998Ee12d220a/541c9b170e12085e.jpg,999.00,高清HD+
其他,骁龙888,12GB,256GB,支持5G,https://item.jd.com/10028444578856.html,【现货速发】小米MIX Fold 5G折叠屏手机全网通 12G+256G 黑色 官方标配【晒单有礼】,,https://img11.360buyimg.com/n7/jfs/t1/205561/39/5992/170065/613ace8fEa4024a26/42f0be404afe6af9.jpg,6488.00,其他
未知后摄像素,暂无型号,未知运行内存,128GB,不支持5G,https://item.jd.com/59264568007.html,华为（HUAWEI）华为 (HUAWEI) nova3,,https://img12.360buyimg.com/n7/jfs/t1/83676/4/13105/315504/5da6ae0cEec41745d/5f56f6402d7569fa.png,670.00,未知分辨率
6400万像素,天玑900,12GB,256GB,支持5G,https://item.jd.com/10031160679222.html,OPPOPENM00,,https://img12.360buyimg.com/n7/jfs/t1/125299/10/22948/295486/62205d59E26969f52/fd857c2e20b229d8.jpg,2799.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10046862176488.html,华为（HUAWEI）P50 Pro,,https://img13.360buyimg.com/n7/jfs/t1/93160/31/24933/77869/6234578eEadcc1f67/1630f1c78bc370a5.jpg,8188.00,全高清FHD+
未知后摄像素,暂无型号,其他,其他,不支持5G,https://item.jd.com/10031424072556.html,朵唯（DOOV）多核智能手机128GB双卡全网通4G游戏学生电信可用5G卡 青空绿 128G,,https://img11.360buyimg.com/n7/jfs/t1/220728/16/2057/98365/6178c885E600aa88a/deb079d4315f2311.jpg,619.00,高清HD+
未知后摄像素,暂无型号,未知运行内存,128GB,不支持5G,https://item.jd.com/10028222139305.html,荣耀（honor）p30,,https://img10.360buyimg.com/n7/jfs/t1/87388/10/26156/443988/624870b8E1fc45fe5/c64d8e313ea3b54e.png,398.00,未知分辨率
5000万像素,骁龙855plus,8GB,256GB,支持5G,https://item.jd.com/10029200324663.html,荣耀Magic3 Pro 5G手机 骁龙888Plus  多主摄计算摄影 66W有线充电 亮黑色 8+256G 官方标配（享90天碎屏险）,,https://img13.360buyimg.com/n7/jfs/t1/213373/10/11177/129356/61e501aaEedeb1557/7f85721a786e3c25.jpg,4399.00,全高清FHD+
6400万像素,骁龙778G,8GB,256GB,支持5G,https://item.jd.com/100030125216.html,真我GT 大师版,,https://img11.360buyimg.com/n7/jfs/t1/182710/10/15210/285604/60f8eefaE9359db0f/c4ba241103ca5ba6.jpg,2599.00,全高清FHD+
未知后摄像素,暂无型号,其他,其他,不支持5G,https://item.jd.com/53475531443.html,纽曼 3310 电信手机移动4g戒网机老人手机 学生非智能老年 直板按键 功能机备用 儿童迷你全网通渐变蓝,,https://img13.360buyimg.com/n7/jfs/t1/189477/19/17588/60222/6111ec4cE4e89596f/0c9b9b39b9dd3165.jpg,129.00,其他
5000万像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/100034652392.html,三星Galaxy S22+,,https://img12.360buyimg.com/n7/jfs/t1/180430/5/21638/94897/622ffd71Ecfdd02e2/c777ac45c59e424c.jpg,7249.00,全高清FHD+
6400万像素,天玑1200,12GB,256GB,支持5G,https://item.jd.com/10037201885977.html,OPPOK9PRO,,https://img12.360buyimg.com/n7/jfs/t1/116542/29/25146/215627/6245098cE7ebbc401/c63f36531fe34a8e.jpg,2499.00,全高清FHD+
未知后摄像素,暂无型号,其他,其他,支持5G,https://item.jd.com/10040202450020.html,【可选12期白条免息】Apple苹果iPhone 13 (A2634) 5G双卡双待手机 粉色 256GB【6期免息】,,https://img10.360buyimg.com/n7/jfs/t1/76026/2/17662/45399/614d3a05E51cb4b37/4e265db36faa9da4.jpg,7299.00,高清HD+
未知后摄像素,暂无型号,未知运行内存,256GB,不支持5G,https://item.jd.com/28201638535.html,AppleiPhone X  ,,https://img10.360buyimg.com/n7/jfs/t1/120132/7/23632/176277/6245e399E1ec09501/3580a8d373faa123.jpg,2149.00,未知分辨率
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/70911103206.html,酷比（koobee）M50,,https://img11.360buyimg.com/n7/jfs/t1/162144/28/27105/183036/61b323e2E2c3e9dd9/d728054dcce75c5b.jpg,699.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10039552667769.html,三星（SAMSUNG）三星 SAMSUNG Galaxy S21,,https://img14.360buyimg.com/n7/jfs/t1/92418/9/23035/131015/62130056Eca8ea739/c256de7cacaf6bf8.jpg,4398.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,支持5G,https://item.jd.com/10026737782064.html,三星 Galaxy S21 双模5G 手机三星 二手手机 5g 二手游戏手机 备用机 墨影灰 8G+128G,,https://img14.360buyimg.com/n7/jfs/t1/137031/13/24099/115975/622c758fE1f750563/d0cf8af192264c3d.jpg,2979.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10020309864038.html,Apple iPhonex XS,,https://img13.360buyimg.com/n7/jfs/t1/182803/18/22426/596146/62465d3eE92ec3a56/4d432a35c4381e0d.png,2399.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,64GB,不支持5G,https://item.jd.com/10022996386796.html,Apple苹果11,,https://img11.360buyimg.com/n7/jfs/t1/148155/17/25735/312551/62416f36E1c394c7a/c03ddeb2b4cfab95.png,2838.00,未知分辨率
1300万像素,MT6765,4GB,128GB,不支持5G,https://item.jd.com/10028755162728.html,荣耀畅玩9A 全网通4G手机 5000毫安大电池 震撼大音量老人老年全面屏学生手机 蓝水翡翠 4GB+128GB,,https://img13.360buyimg.com/n7/jfs/t1/208872/39/18421/87976/621cdcfaE358cebf2/32aabc34c1150a5c.jpg,858.00,高清HD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10027734980507.html,【现货当天发】vivo iQOO Neo5新品5G手机 高通骁龙870 电竞游戏智能手机 夜影黑 5G全网通(12GB+256GB),,https://img12.360buyimg.com/n7/jfs/t1/221744/27/13112/209280/62329578E457cc0cf/4cd1121a301e0ce5.jpg,2699.00,未知分辨率
其他,其他,8GB,256GB,不支持5G,https://item.jd.com/10027764560869.html,克里特（kreta）M7(W2021pro),,https://img14.360buyimg.com/n7/jfs/t1/219417/29/13889/138737/6225e16fE4071d23d/bc1e9d4969179162.jpg,3499.00,全高清FHD+
未知后摄像素,暂无型号,8GB,256GB,不支持5G,https://item.jd.com/10046862758438.html,华为p50 pocket p50宝盒 折叠屏手机 晶钻白 8+256G官方标配+国产充电套装,,https://img13.360buyimg.com/n7/jfs/t1/122190/33/26559/138893/6234537eE5463bd52/531c220f453d3b3e.jpg,8988.00,QHD+及以上
1亿像素,骁龙888 Pro,未知运行内存,未知机身内存,支持5G,https://item.jd.com/10034886960678.html,小米（MI）MIX4,,https://img13.360buyimg.com/n7/jfs/t1/90336/32/24507/123574/623c03c4Ee6282650/9ba4f7342647bad9.jpg,4299.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,支持5G,https://item.jd.com/10030097736650.html,【准新机】Apple iPhone12ProMax 苹果12 ProMax国行原装二手 海蓝色 256G全网通【电池效率100%】,,https://img10.360buyimg.com/n7/jfs/t1/89839/6/25611/271455/6245c364Ed5ccb422/d891ef642a728651.jpg,6949.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,512GB,不支持5G,https://item.jd.com/10023759303621.html,华为（HUAWEI）华为P30 Pro,,https://img11.360buyimg.com/n7/jfs/t1/102954/4/25955/343902/6245c8e1E747cdf84/7b34c4d770656af5.jpg,2058.00,未知分辨率
未知后摄像素,骁龙8 Gen 1,12GB,256GB,支持5G,https://item.jd.com/10042839631627.html,小米（MI）小米12Pro,,https://img12.360buyimg.com/n7/jfs/t1/117993/7/22804/947607/62426fbfEc58b635d/5a8c420c47688a79.png,5399.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,支持5G,https://item.jd.com/10033098165023.html,【二手99新】Apple iPhone12Pro 苹果12 Pro二手苹果12pro 国行5G手机 海蓝色 256G全网通,,https://img13.360buyimg.com/n7/jfs/t1/113120/36/22413/204199/62457ed7E4b74ad6f/3b9e041b97204ffd.jpg,5949.00,未知分辨率
双核1200万像素,其他,其他,64GB,不支持5G,https://item.jd.com/10032784726304.html,AppleiPhone 11,,https://img14.360buyimg.com/n7/jfs/t1/215749/9/3249/131196/6184da90E8be0784b/042bc5441afdfa96.jpg,3799.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10034435728728.html,【二手95新】Apple iPhone 12 游戏手机 二手苹果手机 5G手机 黑色 128G,,https://img13.360buyimg.com/n7/jfs/t1/90540/9/25001/134912/62417105E384458bd/61ecb7549dd137a9.jpg,4038.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10042622038175.html,OPPO K9x 新品5G全网通oppo手机oppok7x k9s k9系列 银紫超梦 8+256GB,,https://img10.360buyimg.com/n7/jfs/t1/202120/13/19810/124296/61c45b68E8c6b4bd0/5207b32b6efbbf09.jpg,1699.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10031528576400.html,【低至1349起】红米 Note10 Pro 新品5G手机小米手机Redminote9pro升级版 Note10Pro 月魄 8G+256G 官方标配,,https://img10.360buyimg.com/n7/jfs/t1/103347/6/26754/86113/624565e4E6536c844/d97418f59e209231.jpg,1679.00,其他
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10038263159957.html,OPPOOPPO Reno7 SE,,https://img12.360buyimg.com/n7/jfs/t1/218605/16/12331/153481/62074a45Eec8df213/36bbd88eeaec71a8.jpg,2199.00,其他
未知后摄像素,暂无型号,其他,其他,支持5G,https://item.jd.com/10034560647310.html,三星（SAMSUNG）Galaxy S21 Ultra 5G,,https://img10.360buyimg.com/n7/jfs/t1/123504/39/22602/126254/620f2f42E771a2106/dcf05622003c1747.jpg,9099.00,其他
4800万像素,其他,8GB,256GB,支持5G,https://item.jd.com/10043226590573.html,OPPOA96,,https://img13.360buyimg.com/n7/jfs/t1/196282/24/22343/173897/6247b6c9Ed69f7819/67ba4b6c06036fbf.jpg,1969.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10032656893801.html,OPPOOPPO A52 ,,https://img11.360buyimg.com/n7/jfs/t1/85236/26/25217/192221/623d6396Ed8102aca/505cf9ddd994ae9b.jpg,838.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10037734464219.html,小米（MI）小米Civi,,https://img14.360buyimg.com/n7/jfs/t1/199054/37/18514/200255/61a34442E95987ad3/16477f57a9da7777.jpg,2599.00,其他
5000万像素,骁龙888,8GB,256GB,支持5G,https://item.jd.com/10034298352075.html,荣耀（HONOR）荣耀magic3,,https://img10.360buyimg.com/n7/jfs/t1/6441/27/21755/111849/62034e76E7133e581/15efff028622f351.jpg,3989.00,全高清FHD+
1600万像素,其他,6GB,128GB,支持5G,https://item.jd.com/10026655960523.html,OPPOOPPO A72,,https://img13.360buyimg.com/n7/jfs/t1/223028/9/11717/455535/621de66cEfb2e5bd2/ab9b0dcea2c48779.jpg,1299.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10042246175672.html,荣耀60-荣耀60 Pro新品5G手机 荣耀手机 荣耀60 幻境星空 8+256GB 【官方标配】,,https://img12.360buyimg.com/n7/jfs/t1/221996/2/11542/117170/621af5f3E35dae053/6ecbefa97e9895ba.jpg,2999.00,其他
